,baseMean,log2FoldChange,lfcSE,stat,pvalue,FDR
NM_000088,4.899566269,-0.719418006,0.404999264,-1.776343986,0.075676238,0.272521122
NM_000091,59.12035391,-0.799844182,0.238439862,-3.354490206,0.000795114,0.021086582
NM_000092,191.8697049,-0.062741628,0.200465968,-0.312978947,0.754296657,0.893230411
NM_000093,10.76586671,-0.250329821,0.270423377,-0.925695936,0.35460402,0.625211462
NM_000094,21.2126662,-0.643585193,0.243830411,-2.639478764,0.008303363,0.074988252
NM_000097,758.0823566,-0.071002638,0.080509915,-0.881911726,0.377824546,0.645649499
NM_000098,812.7464579,0.018804206,0.069712369,0.269739875,0.787360382,0.91088594
NM_000099,24403.45336,0.023903871,0.106135519,0.225220275,0.821807918,0.927816498
NM_000100,5421.05799,0.034556321,0.08127989,0.425152165,0.670725753,0.849334482
NM_000101,16950.75877,0.078118424,0.076032206,1.027438617,0.304213975,0.580729189
NM_000104,1453.274473,-0.042014923,0.282976078,-0.148475175,0.881967777,0.953533067
NM_000106,13.72755549,-0.826924642,0.441376284,-1.873513989,0.060997443,0.240629625
NM_000107,953.5590536,-0.021468086,0.062111083,-0.345640182,0.729613144,0.881008603
NM_000108,2579.183948,0.179151159,0.069371155,2.582502179,0.009808674,0.082547989
NM_000110,5053.800698,-0.017188675,0.121051928,-0.141994226,0.887084566,0.955726175
NM_000112,820.1672717,-0.069436039,0.071039021,-0.977435185,0.328353751,0.602107623
NM_000113,2125.220586,0.124632447,0.074184349,1.680036954,0.092950126,0.30742512
NM_000116,234.2055524,-0.182363575,0.17545569,-1.039371106,0.298632177,0.574469602
NM_000117,3112.889975,-0.035364946,0.072118031,-0.490375914,0.623867917,0.821523866
NM_000118,178.3933892,-0.401900216,0.176794766,-2.273258567,0.023010603,0.136966742
NM_000121,238.4288673,0.26684567,0.126912344,2.102598232,0.035500905,0.176048859
NM_000122,1706.639706,-0.152840888,0.068352105,-2.236081673,0.025346422,0.144886363
NM_000123,3268.152665,-0.134035658,0.070086011,-1.912445251,0.055819109,0.228326294
NM_000124,637.693506,-0.057159677,0.069871099,-0.81807325,0.413315362,0.674856734
NM_000126,2381.394814,0.097803135,0.066898035,1.461973195,0.143748555,0.388173845
NM_000127,799.9360214,0.12742854,0.101510346,1.255325635,0.209360573,0.476376176
NM_000129,6061.487039,-0.119177921,0.160964815,-0.740397342,0.459058931,0.710127224
NM_000130,1530.370244,-0.08569328,0.152824248,-0.560730912,0.574980991,0.788744938
NM_000132,9.04867656,-0.265538942,0.372595569,-0.712673375,0.476047896,0.722311183
NM_000134,6.723940811,-1.234113062,0.37925241,-3.254067814,0.001137651,0.024984002
NM_000135,403.5165013,-0.090699123,0.107822547,-0.841188842,0.40024215,0.663813361
NM_000136,187.400984,0.082944421,0.116672442,0.710916988,0.477135678,0.723097668
NM_000137,259.7631064,-0.06746483,0.097122216,-0.694638495,0.487281882,0.730187641
NM_000138,44.99719411,0.184886363,0.137286277,1.346721367,0.178069988,0.434652767
NM_000139,37.3276147,-0.456015217,0.209115308,-2.180687876,0.02920651,0.156769706
NM_000140,1030.725451,0.519751336,0.116632523,4.456315643,8.34E-06,0.002936952
NM_000143,1563.860999,0.018180898,0.056554051,0.321478258,0.747847986,0.890610021
NM_000144,463.9120257,-0.052675745,0.063888548,-0.82449432,0.409658742,0.672154367
NM_000146,164435.1627,0.138861082,0.087558216,1.585928641,0.112755498,0.339524375
NM_000147,1388.213421,0.155208748,0.110246469,1.407834191,0.159180174,0.409364345
NM_000148,102.6240365,-0.369644667,0.149511524,-2.472348992,0.013422841,0.099759915
NM_000150,26.04640216,-0.649052321,0.220709971,-2.940747619,0.003274212,0.044397651
NM_000151,15.58681475,-0.343989175,0.339935859,-1.011923767,0.311574505,0.587351201
NM_000152,87.30889996,-1.098527969,0.265040885,-4.144749089,3.40E-05,0.005400759
NM_000153,1761.726874,0.295199646,0.118063261,2.500351451,0.012407015,0.094859915
NM_000154,635.5714357,-0.067897206,0.076411348,-0.888574897,0.374231587,0.643067036
NM_000155,859.7700745,-0.282269966,0.069255821,-4.075758007,4.59E-05,0.005904366
NM_000156,198.3203355,0.091429817,0.1126911,0.811331299,0.41717544,0.677568931
NM_000157,1525.672396,0.046999587,0.079261123,0.592971495,0.553200229,0.774862524
NM_000158,660.8855906,0.068934822,0.059693749,1.154808056,0.248169038,0.520710879
NM_000159,587.8452887,-0.037505039,0.063180904,-0.593613517,0.552770638,0.774634893
NM_000161,2800.557351,0.068713051,0.109514944,0.627430821,0.53037687,0.759667297
NM_000164,107.4376806,-0.560161488,0.249109719,-2.24865369,0.024534538,0.142100657
NM_000167,664.4068939,-0.074271366,0.186396405,-0.398459221,0.690291712,0.860599012
NM_000168,10.48915045,0.16179565,0.308180405,0.525003042,0.599581076,0.804765799
NM_000169,1106.630062,0.003344207,0.078506673,0.042597743,0.966022195,0.987099363
NM_000170,337.5055389,0.096120845,0.282238365,0.34056619,0.733430186,0.883089684
NM_000173,172.7574263,-0.161087668,0.190149157,-0.84716478,0.396903282,0.661295165
NM_000174,347.2754331,-0.063530293,0.210787148,-0.301395476,0.763112944,0.897891404
NM_000175,6062.449442,0.130685823,0.062558255,2.089026019,0.036705381,0.179499848
NM_000176,151.6197387,0.110835361,0.154318889,0.718222907,0.472619856,0.720143669
NM_000177,15.20216756,-0.750375401,0.319668833,-2.347352398,0.018907363,0.122222605
NM_000178,968.9788792,-0.04238767,0.04574071,-0.926694623,0.35408511,0.624583093
NM_000179,1043.914464,0.040822625,0.106660826,0.382733065,0.701917696,0.866105417
NM_000180,8.560715829,-0.407626795,0.254793371,-1.599832811,0.109635678,0.335047023
NM_000181,2282.191692,0.225734814,0.077513206,2.912211042,0.003588801,0.046895742
NM_000182,8833.05609,0.021252568,0.055511876,0.382847232,0.701833039,0.866105417
NM_000183,3945.747252,0.094286634,0.068294378,1.380591441,0.167404617,0.420688628
NM_000184,346.8701109,0.92055996,0.484906649,1.898427176,0.057639832,0.232887619
NM_000186,152.1883056,-0.561481833,0.212465998,-2.642690304,0.008225023,0.074572822
NM_000187,55.08865187,-0.128080008,0.18717115,-0.684293534,0.493789829,0.734326343
NM_000188,4270.851226,0.078008921,0.097204932,0.802520197,0.42225211,0.681808244
NM_000189,1765.243664,-0.054465048,0.130840417,-0.416270822,0.677211841,0.853167927
NM_000190,337.378915,0.104346853,0.10090951,1.034063619,0.301106423,0.576959287
NM_000191,600.5334388,-0.044609135,0.098083319,-0.454808583,0.649246955,0.83684751
NM_000194,1863.057181,0.218362693,0.062399181,3.499448082,0.000466222,0.016355138
NM_000195,251.9260431,-0.003949414,0.178356029,-0.022143431,0.982333542,0.993332599
NM_000197,12.32194022,-0.264907465,0.255777246,-1.035695978,0.300343999,0.57643737
NM_000199,1768.61241,-0.272912188,0.086262754,-3.163731469,0.001557604,0.029881297
NM_000201,2315.446993,0.168279409,0.172523468,0.975400108,0.32936183,0.60296278
NM_000202,14681.07179,0.244196893,0.079852996,3.058080548,0.002227597,0.035954433
NM_000203,476.293059,-0.506336543,0.146963129,-3.445330444,0.000570362,0.018145918
NM_000206,24924.51134,0.212378286,0.09151404,2.320718063,0.020302065,0.127226844
NM_000208,159.2083,-0.148721442,0.218792861,-0.679736266,0.496671468,0.736471525
NM_000210,1782.372878,-0.249655906,0.144084264,-1.732707645,0.083147645,0.287541881
NM_000211,42771.01832,0.089825488,0.093837604,0.95724405,0.338444088,0.610564288
NM_000212,1737.102381,-0.284855913,0.214660658,-1.327005684,0.184506803,0.443229888
NM_000213,5.329661426,0.187204278,0.244986668,0.764140675,0.444783415,0.699173493
NM_000214,143.8576318,0.040317297,0.164280861,0.245416887,0.806133655,0.919969547
NM_000215,6003.308055,-0.356680632,0.086801058,-4.10917379,3.97E-05,0.005718951
NM_000216,18.17374698,0.055897957,0.363554964,0.1537538,0.877803863,0.951629463
NM_000218,1346.777119,0.002687227,0.127018785,0.021156135,0.983121105,0.993749509
NM_000219,45.07130051,-0.22411866,0.214695708,-1.043889805,0.296536376,0.572705916
NM_000221,145.0249983,0.074910648,0.089207297,0.83973678,0.401055987,0.664499666
NM_000222,18.74535101,-0.188700764,0.221514142,-0.851867798,0.394287471,0.65922319
NM_000224,20.77524182,-0.136661552,0.240752333,-0.567643729,0.570276908,0.78546203
NM_000228,9.195403933,-0.158413135,0.30015329,-0.52777411,0.597656129,0.803932793
NM_000229,178.8831045,-0.512685494,0.125134088,-4.097088981,4.18E-05,0.005742572
NM_000230,8.107433926,-0.042295508,0.273288939,-0.154764799,0.877006743,0.951439762
NM_000232,386.5653564,0.16730467,0.078638249,2.127522836,0.033376666,0.169999337
NM_000234,483.1362295,0.285368252,0.12543042,2.275111983,0.022899213,0.136562221
NM_000235,5006.573268,0.124866223,0.123855476,1.008160698,0.313377322,0.589379658
NM_000236,46.31801932,-0.118872514,0.205952469,-0.577184217,0.563815018,0.781714604
NM_000237,113.7246554,0.213953184,0.375480261,0.569812069,0.568805169,0.784684799
NM_000238,25.58444791,-0.022594276,0.280476533,-0.080556743,0.935794469,0.97607797
NM_000239,280481.3502,0.065954333,0.157268004,0.419375403,0.674941798,0.851799321
NM_000243,1866.357903,0.037202022,0.161248625,0.23071218,0.817538411,0.925815597
NM_000244,18.31745186,-0.14552681,0.345245829,-0.42151649,0.673377973,0.851089702
NM_000245,19.90892923,0.199625078,0.321329124,0.621248006,0.534436458,0.762522581
NM_000246,1354.359886,-0.416877425,0.13135028,-3.173784053,0.001504656,0.02937051
NM_000247,167.7021302,-0.01775065,0.395412872,-0.044891431,0.964193847,0.986321858
NM_000248,51.89439757,0.092218751,0.329179841,0.280147019,0.779364712,0.9071501
NM_000249,738.6341949,0.213566648,0.092606889,2.306163717,0.021101486,0.130044151
NM_000250,128.0901669,0.045898909,0.153794226,0.298443642,0.765364584,0.899473743
NM_000251,687.1892002,0.058758566,0.121250357,0.484605303,0.627956351,0.824325594
NM_000252,1580.89701,0.065262062,0.068227895,0.95653049,0.338804288,0.610836669
NM_000254,836.5934588,-0.075477096,0.123059397,-0.613338744,0.539652381,0.766006081
